X,Y,2000-04-08_TPZ,2000-04-08_NDVI,2001-05-13_TPZ,2001-05-13_NDVI,CLC06,CLC06_wiosna,odl_od_morza,InsCalk_2000-04,InsCalk_2001-05
475830,5975490,18.514343,0.176471,27.09259,0.242424,211,3,7124.66846,51.792747,73.25914
453810,5971020,10.316895,0.356322,23.423492,0.146341,312,4,3434.44312,51.832172,73.288826
467640,5974080,10.550171,0.370787,21.867004,0.179487,312,4,4143.15088,53.194695,74.331001
468450,5974710,10.277039,0.362637,23.295471,0.189873,312,4,4295.34619,52.436333,73.77285
464820,5975370,11.78537,0.270588,20.334778,0.15,312,4,1295.56934,51.187195,72.800858
479370,5976900,14.865448,0.178947,22.139526,0.269231,313,4,6985.42773,51.763,73.24295
465900,5976960,9.938507,0.243902,19.7724,0.204545,313,4,894.986023,47.1576,69.579277
476220,5982330,13.918427,0.152542,22.446289,0.280702,311,4,863.770813,51.707397,73.209015
476820,5980380,7.930176,-0.22449,12.019745,-0.38983,512,6,2891.53931,51.722874,73.215942
476640,5981160,9.109161,-0.217391,11.546509,-0.409836,512,6,2106.4187,51.715347,73.211609
472680,5962470,-999,-999,25.386902,-0.015625,411,5,16363.3984,51.896141,73.315582
471840,5963520,-999,-999,23.565369,-0.014085,411,5,15021.4941,51.886093,73.309814
472620,5963670,-999,-999,24.25177,0.2,411,5,15344.2012,52.137238,73.499611
473220,5964060,-999,-999,18.932861,-0.081633,411,5,15378.0947,51.880775,73.30674
473280,5964960,-999,-999,19.34787,0.209302,312,4,14708.0186,51.182907,72.781021
473040,5965380,-999,-999,27.391632,0.276596,211,3,14231.3242,51.179543,72.773415
472680,5965620,-999,-999,25.697845,0.12,411,5,13817.2715,51.849842,73.275993
473100,5966430,-999,-999,16.568542,0.517241,211,3,13470.835,51.143997,72.74791
473700,5966460,-999,-999,24.815887,0.232877,211,3,13855.876,52.023766,73.430511
474030,5966460,-999,-999,29.423065,-0.19685,112,2,14085.8223,51.374619,72.931351
474870,5966490,-999,-999,23.72522,0.284672,112,2,14624.0381,51.776917,73.229469
472830,5966970,-999,-999,22.962982,0.412587,231,3,12889.1465,51.856075,73.294525
474480,5967090,-999,-999,26.603943,0.294118,211,3,13920,52.366638,73.685318
474570,5967210,-999,-999,28.382904,0.244094,231,3,13895.96,54.721107,75.428085
471360,5967240,-999,-999,23.537323,0.172932,243,3,11727.583,54.543987,75.250641
471930,5967540,-999,-999,25.183105,0.417219,242,2,11864.3838,51.992661,73.40049
473400,5967930,-999,-999,23.597321,0.442177,211,3,12568.5322,51.850014,73.293015
469980,5967990,-999,-999,21.221497,0.28,243,3,10291.5742,54.524632,75.26973
472170,5968050,-999,-999,28.203705,0.228571,243,3,11649.3135,55.954193,76.305832
472590,5968050,-999,-999,25.263,0.097143,211,3,11941.1309,52.754654,73.977493
472470,5968140,-999,-999,22.373352,0.448718,211,3,11794.1211,50.542042,72.263145
469590,5968290,-999,-999,20.100891,0.2,312,4,9820.95703,50.395359,72.109863
471120,5968320,-999,-999,21.660004,0.204545,313,4,10744.5664,56.880993,76.930695
458250,5968410,-999,-999,24.478333,-0.018519,411,5,5377.03467,51.843624,73.287483
467370,5968440,-999,-999,19.730072,0.180723,312,4,8446.63867,56.463684,76.627007
459090,5968530,-999,-999,24.933167,0.031746,411,5,5385.73096,51.82724,73.275169
453540,5968560,-999,-999,28.087006,0.068493,231,3,5843.91992,51.846069,73.290894
453660,5968620,-999,-999,27.639648,0.013514,231,3,5749.05225,51.116592,72.728577
469050,5968650,-999,-999,21.056183,0.156627,312,4,9219.13184,51.542156,73.089882
464460,5968710,-999,-999,20.215546,0.230769,313,4,6881.78027,57.553474,76.426353
463410,5968740,-999,-999,21.117126,0.309735,311,4,6429.31543,55.261639,75.846878
471540,5968740,-999,-999,18.721771,0.552795,211,3,10715.209,51.218769,72.86657
458070,5968770,-999,-999,22.64801,-0.034483,411,5,5000.29004,51.629448,73.121902
459240,5968770,-999,-999,24.933167,0.064516,411,5,5177.58643,52.026272,73.426056
458580,5968800,-999,-999,23.565369,-0.146067,411,5,5036.15918,51.836494,73.281395
472920,5968800,-999,-999,27.597015,0.283784,211,3,11605.9688,50.84684,72.509056
465180,5968860,-999,-999,21.167572,0.204819,312,4,7030.24902,53.687244,74.352829
465810,5968860,-999,-999,20.828125,0.195402,312,4,7311.94238,52.65604,73.87352
