"X","Y","X1999.09.13_TPZ","X1999.09.13_NDVI","X2002.08.20_TPZ","X2002.08.20_NDVI","CLC06","CLC06_p_lato","odl_od_morza","InsCalk_1999.09","InsCalk_2002.08"
472500,5977590,-999,-999,21.588745,0.253012,243,3,3770.1062,48.200752,64.055527
471300,5977620,-999,-999,18.736847,-0.155556,512,6,3189.89038,48.200489,64.055283
478050,5977650,-999,-999,30.292969,0.037736,243,3,5885.20166,48.418835,64.246803
465660,5977710,-999,-999,26.082153,0.243902,311,4,212.132034,49.535706,65.280739
468420,5977710,-999,-999,19.809723,0.452381,311,4,2173.29248,46.562939,62.423912
471000,5977710,-999,-999,20.534424,0.404762,312,4,2965.14746,49.818115,65.461937
473820,5977710,-999,-999,24.817688,0.354167,211,3,4295.13672,49.552658,65.220779
478980,5977710,-999,-999,27.827881,0.153846,243,3,6099.08203,48.199417,64.054626
474870,5977800,-999,-999,30.292969,0.009346,211,3,4624.38086,48.936314,64.699669
465870,5977860,-999,-999,20.528198,0.489796,311,4,254.558441,52.423889,67.594376
469920,5978040,-999,-999,19.623138,0.466667,313,4,2258.18506,47.549156,63.48304
472200,5978040,-999,-999,21.619781,0.350649,312,4,3233.60474,51.19186,66.659439
474090,5978100,-999,-999,21.80011,0.460674,313,4,4038.87354,47.675896,63.54525
468330,5978190,-999,-999,20.015289,0.36,312,4,1686.68311,46.044579,62.085682
476880,5978250,-999,-999,21.884186,0.572414,211,3,4874.51514,48.805141,64.588638
478470,5978250,-999,-999,36.360565,0.078125,211,3,5436.04639,48.197136,64.054237
477240,5978310,-999,-999,39.337372,-0.026549,211,3,4959.44531,48.203014,64.060913
474270,5978340,-999,-999,26.857697,0.377049,211,3,3891.33643,48.387218,64.225693
467280,5978370,-999,-999,20.185425,0.448276,313,4,956.713135,49.221142,65.037613
477150,5978430,-999,-999,37.356903,-0.042017,211,3,4813.85498,47.629433,63.550552
469590,5978550,-999,-999,20.578094,0.489362,311,4,1669.79041,48.340702,64.26236
471870,5978580,-999,-999,20.363312,0.384615,312,4,2604.47681,45.450752,61.456272
473010,5978610,-999,-999,20.324371,0.44186,313,4,3133.38477,48.069687,63.954994
477420,5978610,-999,-999,41.790375,-0.010753,211,3,4757.90918,48.482803,64.307663
466440,5978700,-999,-999,20.259796,0.435294,311,4,127.279221,39.326,55.996567
479640,5978700,-999,-999,20.581604,0.346154,243,3,5360.27051,48.182968,64.03994
470850,5978820,-999,-999,21.407135,0.350649,313,4,1927.71887,48.203861,64.067451
471420,5978850,-999,-999,21.130951,0.351351,312,4,2156.03809,46.046928,62.137749
475470,5978910,-999,-999,23.866425,0.465517,243,3,3766.28467,48.019733,63.897964
469410,5978940,-999,-999,20.562286,0.5,311,4,1243.10095,43.488274,59.812569
471120,5979000,-999,-999,22.919556,0.408163,211,3,1878.29712,48.097145,63.975941
466740,5979090,-999,-999,17.656128,0.129032,311,4,67.082039,43.477329,59.791771
471450,5979120,-999,-999,25.933319,0.270833,211,3,1932.14905,49.986504,65.633934
476850,5979180,-999,-999,20.731415,0.509434,231,3,4006.20776,47.970798,63.853157
478800,5979180,-999,-999,29.780212,0.008264,211,3,4639.14844,48.195454,64.055954
479790,5979210,-999,-999,22.586945,0.405405,243,3,4933.15332,48.557102,64.372101
477930,5979240,-999,-999,25.591705,0.296296,211,3,4344.20313,48.187027,64.046585
469710,5979330,-999,-999,20.055084,0.489362,313,4,977.189819,40.666115,56.859531
473730,5979330,-999,-999,19.995697,0.384615,313,4,2765.86328,47.474625,63.400066
466950,5979360,-999,-999,17.113708,-0.018868,311,4,30,31.892851,47.024338
474990,5979360,-999,-999,30.292969,0.219048,211,3,3187.63232,49.56654,65.257805
478980,5979360,-999,-999,30.292969,0.008547,211,3,4525.22949,48.19482,64.055634
479100,5979390,-999,-999,31.315216,0,211,3,4534.86475,48.273281,64.125778
471480,5979420,-999,-999,28.217041,0.257732,211,3,1678.39209,47.204308,63.188957
478950,5979420,-999,-999,30.804626,0.008696,211,3,4458.81152,47.814957,63.718712
479340,5979450,-999,-999,33.851318,0.042017,211,3,4553.67969,48.028847,63.907349
468180,5979480,-999,-999,20.761139,0.448276,311,4,390,43.721455,60.018536
475830,5979510,-999,-999,23.624329,0.195876,211,3,3321.74658,47.504616,63.440208
467970,5979540,-999,-999,21.858429,0.438202,311,4,300,42.311554,58.756512
473640,5979540,-999,-999,21.261322,0.351351,312,4,2537.4397,47.463493,63.405426
476730,5979540,-999,-999,17.656128,-0.076923,512,6,3628.01587,48.174309,64.033585
478110,5979720,-999,-999,27.614929,0.2,231,3,3923.12378,47.733929,63.641941
467910,5979750,-999,-999,19.132416,0.468085,311,4,90,43.281548,59.595543
470850,5979840,-999,-999,20.404785,0.304348,312,4,1015.13544,47.52607,63.476299
468990,5979870,-999,-999,21.157043,0.494505,311,4,228.47319,43.172539,59.431614
471690,5979900,-999,-999,28.335907,0.234043,112,2,1355.32288,47.489601,63.437405
479760,5980080,-999,-999,26.471741,0.215686,211,3,4105.72754,47.465946,63.407158
474300,5980170,-999,-999,26.599792,0.326923,243,3,2201.68115,48.739975,64.531883
476580,5980230,-999,-999,18.197174,-0.115385,512,6,2938.31592,48.167271,64.028412
479250,5980230,-999,-999,31.315216,0.016667,211,3,3788.68042,48.181522,64.040634
470100,5980260,-999,-999,21.019104,0.392405,312,4,313.209198,46.657444,62.694427
471600,5980260,-999,-999,22.473785,0.315068,312,4,998.598999,45.907143,61.998924
474720,5980320,-999,-999,21.829834,0.454545,243,3,2191.64331,48.169319,64.031075
478230,5980320,-999,-999,23.886505,0.454545,231,3,3383.75537,48.169556,64.031395
479970,5980470,-999,-999,22.472595,0.425743,231,3,3828.96851,48.168133,64.03035
471210,5980500,-999,-999,22.424866,0.323529,312,4,603.738342,46.55513,62.59132
477300,5980590,-999,-999,18.736847,-0.16,512,6,2875.62158,48.163589,64.025711
476010,5980710,-999,-999,21.181427,0.486726,231,3,2269.31714,48.165737,64.028519
475200,5980800,-999,-999,22.742249,0.482143,231,3,1894.75598,47.603565,63.529556
477690,5980800,-999,-999,19.275238,-0.08,512,6,2772.52588,48.161438,64.024139
475080,5980830,-999,-999,21.198456,0.482143,231,3,1822.36108,48.164398,64.02758
475380,5980830,-999,-999,21.258148,0.461538,231,3,1927.71887,47.633308,63.555759
471270,5980860,-999,-999,21.415771,0.314286,312,4,318.904388,47.217354,63.086464
477090,5981070,-999,-999,17.656128,-0.125,512,6,2351.70142,48.158691,64.022118
477480,5981100,-999,-999,18.197174,-0.142857,512,6,2431.2959,48.158375,64.021889
475530,5981160,-999,-999,21.93634,0.423077,231,3,1678.39209,48.36837,64.208511
478050,5981310,-999,-999,18.736847,-0.12,512,6,2382.12085,48.156223,64.020309
475260,5981340,-999,-999,22.234009,0.358974,312,4,1410.31909,50.241539,65.851341
474630,5981520,-999,-999,19.482178,0.52,313,4,1025.2804,45.065899,61.248688
477810,5981520,-999,-999,18.197174,-0.125,512,6,2115.58496,48.154076,64.018738
477300,5981550,-999,-999,18.736847,-0.142857,512,6,1950,48.153778,64.018517
478560,5981550,-999,-999,21.873322,0.438202,231,3,2314.86499,48.014259,63.894466
476070,5981610,-999,-999,19.730347,0.44898,311,4,1471.224,48.153309,64.018166
478410,5981610,-999,-999,20.348083,-0.074074,512,6,2210.45239,48.153156,64.018051
473250,5981730,-999,-999,19.623138,0.478261,313,4,379.473328,44.882755,61.099823
478740,5981940,-999,-999,25.446045,0.346154,211,3,2011.56653,48.467945,64.298119
475170,5981970,-999,-999,21.748596,0.350649,312,4,792.022705,48.76572,64.573944
478470,5982090,-999,-999,21.271393,0.263158,231,3,1774.06311,48.148258,64.014465
474060,5982150,-999,-999,20.636414,0.361111,313,4,247.386337,40.607506,57.149315
474840,5982270,-999,-999,21.719574,0.363636,313,4,390,52.417648,67.458969
474510,5982390,-999,-999,21.099823,0.505155,313,4,161.554947,46.853436,62.732391
477120,5982870,-999,-999,20.243134,0.452632,312,4,632.850708,48.143536,64.012283
477000,5982930,-999,-999,21.454712,0.419355,312,4,540.832703,47.796852,63.704384
476910,5983140,-999,-999,26.599579,0.26087,312,4,313.209198,48.147003,64.016289
477630,5983260,-999,-999,23.003143,0.315068,312,4,400.249908,48.695076,64.500626
478620,5983350,-999,-999,21.70105,0.342105,312,4,655.2099,48.141846,64.012337
480300,5983350,-999,-999,19.989807,0.283951,411,5,1408.72278,48.135368,64.005013
481230,5983920,-999,-999,22.336151,0.45283,411,5,1317.2699,48.132771,64.004417
481950,5983980,-999,-999,20.088013,0.5,411,5,1647.54358,48.128929,64.000305
478620,5984010,-999,-999,26.552032,0.2,312,4,60,49.447594,65.15641
478770,5984070,-999,-999,25.778778,0.225,312,4,67.082039,49.430676,65.146774
481380,5984280,-999,-999,22.869873,0.449541,411,5,1100.22729,48.129097,64.001709
481470,5984520,-999,-999,22.459351,0.423077,313,4,931.933472,48.182549,64.049423
480390,5984640,-999,-999,21.447876,0.414634,313,4,305.941162,48.128662,64.00267
483240,5984760,-999,-999,20.610352,0.5,411,5,1701.82251,48.120953,63.994461
480420,5984820,-999,-999,21.35907,0.324324,313,4,150,48.126812,64.001312
481140,5984850,-999,-999,20.126221,0.484536,313,4,483.735474,48.126507,64.001091
482070,5984880,-999,-999,21.219055,0.358974,312,4,912.414368,48.12619,64.00087
480960,5984940,-999,-999,21.793274,0.342105,313,4,324.499603,48.125591,64.00042
482460,5984970,-999,-999,21.357117,0.36,312,4,1032.27905,47.524155,63.463112
482250,5985510,-999,-999,19.686646,0.365854,313,4,488.364624,48.113293,63.988831
469260,5968260,-999,-999,21.796661,0.325,312,4,9660.2793,48.105289,63.979584
468690,5968740,-999,-999,19.665344,0.333333,312,4,8946.29004,47.66172,63.574158
473070,5969520,-999,-999,21.455566,0.392857,412,5,11204.5078,48.283016,64.115921
473370,5969640,-999,-999,24.707642,0.449541,412,5,11331.624,48.278549,64.111366
463830,5969670,-999,-999,19.565216,0.480769,311,4,5745.29395,45.866436,61.984566
467610,5970930,-999,-999,20.292755,0.342466,313,4,6523.46533,46.935513,62.932827
462120,5972100,-999,-999,21.212494,0.46789,411,5,2830.19434,48.840935,64.610199
463350,5972280,-999,-999,19.582886,0.485149,311,4,3155.70923,52.184341,67.380325
455130,5973090,-999,-999,20.197418,0.333333,312,4,1043.55164,48.257164,64.10054
457260,5973270,-999,-999,22.708282,0.314286,312,4,480,44.620785,60.815277
471360,5973600,-999,-999,23.285858,0.365854,312,4,6925.38818,48.301422,64.140831
467190,5973780,-999,-999,21.083557,0.36,313,4,4072.93506,49.730366,65.415192
465540,5973810,-999,-999,20.594299,0.358974,312,4,2979.68115,47.014351,62.867981
462300,5974380,-999,-999,21.216797,0.473684,312,4,816.088257,48.24036,64.087036
468570,5974380,-999,-999,21.840424,0.342466,312,4,4605.65967,49.530548,65.222977
469350,5975520,-999,-999,21.219055,0.44186,312,4,4397.32861,48.705414,64.498421
466860,5975610,-999,-999,20.072571,0.473684,311,4,2512.13062,49.780006,65.477577
470790,5975760,-999,-999,24.949585,0.292683,312,4,4696.22168,47.763,63.66758
466320,5976510,-999,-999,20.090637,0.510204,312,4,1507.48132,51.852638,67.246742
476100,5976630,-999,-999,21.222382,0.297297,313,4,6128.52344,48.94006,64.708115
464700,5976870,-999,-999,20.641846,0.456522,311,4,108.166542,53.133286,68.127319
466770,5977500,-999,-999,20.821777,0.471264,312,4,1166.91907,47.583748,63.517513
466590,5977800,-999,-999,20.24411,0.435294,312,4,827.586853,51.443321,66.812729
481740,5984460,-999,-999,21.103363,0.508197,411,5,1134.06348,48.127258,64.000359
477420,5982270,-999,-999,18.197174,-0.137255,512,6,1281.60059,48.146431,64.013123
